,date,location,news title,news source(url),content summary,keywords,class_name
153,11/2017,"She was born in the jungles of Ipoh during the Japanese Occupation, surrounded by the greenery of the rainforest.

Today, the circumstances could not be more different, but Ms Kok Oi Yee still goes out into the jungles. This time, as a nature guide.

""Anything I don't know about, I want to learn,"" said the sprightly 75",The Lives They Live: Undying love for nature drives this 75-year-old guide,https://www.straitstimes.com/singapore/undying-love-for-nature-drives-this-75-year-old-guide,"She was born in the jungles of Ipoh during the Japanese Occupation, surrounded by the greenery of the rainforest.
Today, the circumstances could not be more different, but Ms Kok Oi Yee still goes out into the jungles.
Despite having a place at Raffles Girls' School, Ms Kok was told by her mother then that she had to work to support their family.
In 1960, when she was 18, she joined the zoology department of the National University of Singapore (NUS), then called the University of Malaya in Singapore, as an assistant lab technician.
""My biology knowledge was only up till O levels,"" said Ms Kok.","lives, live, 75yearold, ms, drives, university, kok, singapore, guide, school, levels, yee, zoology, jungles, work, nature, undying, love",Pest and disease outbreaks
154,11/2017,"In a Facebook post last week, he took note of the recent works of professors Chua Beng Huat and Cherian George, academics whose unflinching gaze makes some on this island uncomfortable, framing them as ""two critical lovers of Singapore"". He then lent them additional air cover by calling them ""brilliant scholars and friends"". Clearly, he believes that while cynicism is a waste, a critical outlook is healthy for society's progress. This is one lesson from the ""Prof"" that must be heeded by anyone who has accumulated vast power, including those running governments in Tokyo, Beijing or New Delhi.

It is always tempting to ponder what might have been if such a man as this, with his egalitarian and inclusive instincts, tolerance of dissent, love of cultures and pan","Singapore's Tommy Koh, Asia's professor",https://www.straitstimes.com/opinion/singapores-tommy-koh-asias-professor,"Scholar-statesman George Yeo, Singapore's former foreign minister, says that as a Cambridge undergraduate in the 1970s he had heard rumours that Prof Koh might be a potential prime minister.
Prof Koh chose not to bid for that responsibility, apparently for family reasons.
As Singapore's permanent representative to the UN, Prof Koh was a big voice in campaigning for democratic Kampuchea and attacking the Soviet occupation of Afghanistan the following year.
Prof Koh, chairing the session featuring Mr Rudd, popped three questions to poll the CEOs present.
For the rest of us in Singapore, Asean and wider Asia, it is: Seize the day!","asean, asias, singapore, foreign, singapores, secretarygeneral, prof, professor, prime, minister, tommy, question, koh, rudd",Pest and disease outbreaks
155,08/2017,"It is a life force of about 60 million people, who depend on it for food, trade and transport. In Laos itself, the river flows 1,600km across the country, from north to south.

Along the banks of the river and its tributaries, indigenous tribes, living much as they have done for centuries, grow rice and harvest the fish",Down the mighty Mekong,https://www.straitstimes.com/lifestyle/travel/down-the-mighty-mekong,"FEROCIOUS UPPER MEKONGEarly in our journey, we witness how ferocious the upper Mekong can be, making it one of the world's trickiest rivers to navigate.
But our veteran Laotian captain Houm Phan and his first mate Boun guide the flat-bottomed Laos Pandaw effortlessly into clear passageways.
MORE DRAMA, MORE TRANQUILLITYFrom Luang Prabang, the Mekong swings southwards to flow some 400km before meeting the border with Thailand again.
What makes the Laos Pandaw special is that she has strong links to the Mekong.
The Laos Pandaw cruises the Mekong every year from September to April.","mighty, river, boat, luang, cruises, upper, thailand, deck, pandaw, mekong, laos",Pest and disease outbreaks
156,09/2017,"Plants too close to each another

A few months ago, I planted Jatropha integerrima and Murraya paniculata plants next to each other. I pruned them regularly to encourage denser growth. I noticed the Jatropha integerrima grows faster and taller than the Murraya paniculata. Are there any advantages to growing different species of plants side by side?

Sheena Goh

From your pictures, the plants may be planted too close to each other. Your Jatropha integerrima plants are blocking sunlight from your Murraya paniculata plants.

As your plants are grown in a sheltered area where sunlight comes from only one direction, move the planter box so that the plants are exposed to the maximum amount of sunlight. Space them out well so that they do not block each other.

Different plants have varying growth rates. Some gardeners like to grow a range of plants together mainly for aesthetic reasons.

A mixture of plants can provide a visually attractive contrast of leaf textures, colours and growth forms. However, this needs to be done carefully, taking into account each plant's growth rates and requirements. Competition can do more harm than good.

However, companion planting may help to deter certain pests from particular plants.

Hand",Root Awakening,https://www.straitstimes.com/lifestyle/home-design/root-awakening-26,"However, this needs to be done carefully, taking into account each plant's growth rates and requirements.
Hand-pollinate soursop plant to encourage fruit growthI bought a small soursop tree from a nursery about five years ago and planted it in my garden.
Soursop flowers are different from typical flowers - the stigma of each flower is not receptive until after the pollen has been shed.
Beetles are known to pollinate soursop flowers.
Henri TanThe probable reason for the burnt leaf edges could be a lack of calcium for plant growth.","sunlight, soursop, plants, fruit, straits, flowers, lack, tree, growth, water, plant, times",Pest and disease outbreaks
157,09/2017,"It has been a while since a station wagon graced the cover of Torque. Then again, the Porsche Panamera Sport Turismo is no ordinary wagon.

Its fanciful name aside, the practical performer has uncommon credentials, such as a 550bhp/770Nm engine in the Turbo variant. Clocking a 3.6",Station wagon extraordinaire,https://www.straitstimes.com/lifestyle/station-wagon-extraordinaire,"It has been a while since a station wagon graced the cover of Torque.
Then again, the Porsche Panamera Sport Turismo is no ordinary wagon.
Its fanciful name aside, the practical performer has uncommon credentials, such as a 550bhp/770Nm engine in the Turbo variant.
September's issue also looks at two very different convertibles - the Mini Cooper S Convertible and the Range Rover Evoque Convertible.
Other topless cars include the new Volkswagen Beetle Cabriolet and its predecessor, and the Mazda MX-5 RF and its predecessor.","volkswagen, wagon, turismo, uncommon, torques, torque, station, turbo, topless, extraordinaire, wagonits, variant",Pest and disease outbreaks
158,09/2017,LONDON • Everton forward Wayne Rooney has been arrested on suspicion of drink,British police charge Rooney for drink-driving,https://www.straitstimes.com/sport/football/british-police-charge-rooney-for-drink-driving,"LONDON • Everton forward Wayne Rooney has been arrested on suspicion of drink-driving, the BBC and Sky Sports reported yesterday.
A source told Metro that Rooney was spotted dancing on the tables at Bubble Room and singing a rendition of Wonderwall with Burnley player Phil Bardsley's brother.
Another source told Mail Online that Rooney's former Manchester United team-mate Wes Brown was also spotted at the bar.
Rooney announced his retirement from international football last week, having scored 53 goals in 119 appearances for his country.
Rooney rejoined boyhood club Everton in the pre-season from Premier League rivals United and has been fairly successful thus far.","manchester, league, source, spotted, scored, british, drinkdriving, charge, told, stopped, yesterday, united, rooney",Pest and disease outbreaks
159,09/2017,"NEW YORK • Who would give the time of day to a 1968 Rolex Daytona once owned by actor Paul Newman?

Maybe not the cellphone",Paul Newman's rare Rolex surfaces to go under the hammer,https://www.straitstimes.com/lifestyle/paul-newmans-rare-rolex-surfaces-to-go-under-the-hammer,"NEW YORK • Who would give the time of day to a 1968 Rolex Daytona once owned by actor Paul Newman?
But to the swelling legions of watch geeks worldwide, who think of vintage timepieces as fine art, a Paul Newman Daytona is the one watch that seemingly every selfrespecting collector needs to own.
It is coveted all the more because for decades, no one outside the Newman family seemed to know where it was.
Mr Andrew Shear, a prominent New York vintage watch dealer, said: ""I could see it selling for US$10 million (S$13.6 million).""
Mr Cox's first inkling that his watch was valuable came at a trade show in 1993, when a Japanese man approached him and excitedly blurted out, ""Paul Newman watch"".","watch, daytona, cox, rolex, surfaces, newmans, hammer, paul, family, rare, york, actor, newman, vintage",Pest and disease outbreaks
160,09/2017,LONDON • Wayne Rooney will find a livid Ronald Koeman waiting for him when he reports back at Everton today after being charged with drink,Rooney drives wife Coleen and manager to despair,https://www.straitstimes.com/sport/football/rooney-drives-wife-coleen-and-manager-to-despair,"On Saturday, probing tabloids cascaded Rooney's arrest into a real-life drama by also involving his pregnant wife Coleen and brunette office worker Laura Simpson.
Rooney had been driving Simpson's black soft-top Volkswagen Beetle - while she was a passenger - when he was pulled over.
The 31-year-old was said by the Sun to be ""livid and embarrassed"", adding that Coleen went ""berserk"" after hearing the news.
She told the Daily Mail: ""I'm a single girl and I'm allowed to have some fun.
Rooney is likely to be fined heavily by Everton today and be given further blunt reminders by Koeman about his behaviour.","mail, drives, despair, wife, daily, manager, rooneys, everton, away, told, koeman, coleen, night, rooney",Pest and disease outbreaks
161,09/2017,When I stepped off the S,A pilgrimage to Stuttgart,https://www.straitstimes.com/lifestyle/a-pilgrimage-to-stuttgart,"Stuttgart is home to these two luxury brands and as a car guy and motoring journalist, I have always wanted to make the pilgrimage there.
But since the companies' founders got their 19th-century starts in Stuttgart, it comes closest.
I also knew that Stuttgart was a must-see for Porschephiles.
The building provides a floor-by- floor circular walk through Mercedes history over its nine floors and 177,000 sq ft of exhibition space, with the timeline starting on the top floor.
There is no such problem at the Porsche Museum, about 11km away from Mercedes.","car, carriage, mercedes, history, founder, museum, pilgrimage, porsche, stuttgart, engines, cars",Pest and disease outbreaks
162,09/2017,(GUARDIAN) ,Football: Everton forward Wayne Rooney pleads guilty to drink driving offence,https://www.straitstimes.com/sport/football/football-everton-forward-wayne-rooney-pleads-guilty-to-drink-driving-offence,"(GUARDIAN) - Former England football captain Wayne Rooney pleaded guilty to a drink driving charge on Monday (Sept 18) and was banned from driving for two years, and ordered to perform 100 hours of community service.
""Following today's court hearing, I want publicly to apologise for my unforgivable lack of judgement in driving while over the legal limit.
""I have already said sorry to my family, my manager and chairman and everyone at Everton FC.
Now I want to apologise to all the fans and everyone else who has followed and supported me throughout my career.
""Of course I accept the sentence of the court and hope that I can make some amends through my community service.""","forward, unforgivable, statementi, supported, everton, guilty, drink, todays, pleads, community, court, wrong, receives, wayne, football, driving, apologise, rooney",Pest and disease outbreaks
163,09/2017,(NYTimes) ,Artists blast Guggenheim for pulling works involving animals from China show,https://www.straitstimes.com/lifestyle/arts/artists-blast-guggenheim-for-pulling-works-involving-animals-from-china-show,"The three works in the Guggenheim show, which opens on Oct 6, were created between 1993 and 2003 and were intended to symbolically depict oppression in China.
They objected to a white artist's using - and potentially profiting from - an image of violence against a black person and urged that the painting not only be removed from the show but also destroyed.
""It's the right thing to do,"" said Stephen F. Eisenman, an art history professor at Northwestern University who has written extensively about the ethics of using animals in art.
""China has no laws protecting animals, so withdrawing these pieces may help the country and its artists recognise that animals are not props and that they deserve respect,"" she said.
But Sarah Cohen, an art historian at the University at Albany whose research focuses on artistic representations of animals, questioned why the Guggenheim included the works at all.","involving, art, works, guggenheims, pulling, using, guggenheim, china, museums, museum, blast, artwork, animals, artists",Pest and disease outbreaks
164,09/2017,NEW YORK • Artists and museums are often in the thick of free speech debates ,Guggenheim blasted for pulling animal artworks,https://www.straitstimes.com/lifestyle/arts/guggenheim-blasted-for-pulling-animal-artworks,"Typically the art world holds its ground.
The Walker Art Centre recently moved to dismantle Sam Durant's sculpture Scaffold - a representation of seven gallows used in historic United States government executions - in response to protests.
""Pressuring museums to pull down artwork shows a narrow understanding about not only animal rights, but also human rights.""
Protesters marched outside the museum over the weekend and an online petition demanded ""cruelty-free exhibits"" at the Guggenheim.
But Dr Sarah Cohen, an art historian at the University at Albany, questioned why the Guggenheim included the works at all.","blasted, art, works, world, pulling, shows, guggenheim, york, artworks, museums, museum, walker, animals, animal",Pest and disease outbreaks
165,07/2017,"When summer ends and skies fade to grey, foodies have something to look forward to as truffles arrive with autumn.

They may look like lumpy, dirty potatoes, but the scent of fresh truffles can elevate any dish.

And every year, the world's top chefs and food buyers flock to Alba, a city in the Piedmont region of northern Italy, to buy the world's best truffles at the International Alba White Truffle Fair.

Unlike black truffles, no cultivation technique has been developed for the white variety, which is rarer and grows only in the wild.

One must forage in the woods, where they grow symbiotically with oak, hazel, poplar and beech trees.

Though white truffles can also be found in certain parts of France, Croatia and Slovenia, they grow particularly well in the countryside around the Piedmontese cities of Alba and Asti, where truffle hunters dig for them from late September to December every year.

The fair is an opportunity for the hunters to showcase and sell their white treasures, which fetch prices anywhere from €50 (S$79) to tens of thousands of euros apiece.

Thousands of food",Eat your way around the world's best food festivals,https://www.straitstimes.com/lifestyle/travel/eat-your-way-around-the-world,"When summer ends and skies fade to grey, foodies have something to look forward to as truffles arrive with autumn.
And every year, the world's top chefs and food buyers flock to Alba, a city in the Piedmont region of northern Italy, to buy the world's best truffles at the International Alba White Truffle Fair.
Thousands of food-lovers attend the festival and truffles bought here are flown to restaurants all over the world.
The Alba Truffle Show - featuring talks, cooking demonstrations, book presentations and workshops with celebrity chefs - is held every weekend during the fair.
Ms May Lee, who was at the truffle festival last year, says: ""There were lots of people there, but in a very Italian, laidback way.","eat, truffle, white, food, truffles, festival, alba, menu, piedmont, best, way, market, worlds, festivals",Pest and disease outbreaks
166,08/2017,"Foreign objects can become stuck in various parts of the body, such as the ear and nose. Here are some tips on what you can do to prevent this from happening and how to get rid of them safely.

BUTTON BATTERIES: KEEP THEM AWAY FROM CHILDREN

Always buy toys that have the battery compartment secured with screws to lower the chance of a child obtaining the button battery, said Dr Dennis Chua, a consultant otolaryngologist (ENT) from Mount Elizabeth Hospital.

A button battery stuck in the nose is an emergency that needs immediate attention because it can burn through the nose in 15 minutes, depending on the amount of moisture in the nose and whether it is a fresh battery, he said.

""A button battery generates a localised chemical reaction that results in injuries to the surrounding tissue.""

Warning signs include a one","Doc, there's a UFO in my ear",https://www.straitstimes.com/singapore/doc-theres-a-ufo-in-my-ear,"""A button battery generates a localised chemical reaction that results in injuries to the surrounding tissue.""
Olive oil will not harm you as it is commonly used to soften very hard ear wax to make it easier to flush out.
If you do not have olive oil at home, use any type of clean cooking oil, Dr Tan said.
If the doctor cannot remove it, he will refer the patient to the emergency department at a hospital, he said.
The ears are self-cleaning and ear wax is meant to protect your ear canal skin and kill germs.","nose, dr, emergency, ear, ufo, theres, doc, battery, oil, insects, department, wax, button",Pest and disease outbreaks
167,05/2017,"You hear it all the time: ""As long as the baby is healthy, it doesn't matter if it is a boy or a girl.""

When I was pregnant with my first child, that was what I said, too.

But truth be told, I only imagined being a mother to boys. I was unable to articulate exactly why, but my bias was clear.

As soon as the pregnancy was confirmed, I found myself picking out boys' names instead of girls' ","Girl or boy, all children are unique",https://www.straitstimes.com/lifestyle/entertainment/girl-or-boy-all-children-are-unique,"You hear it all the time: ""As long as the baby is healthy, it doesn't matter if it is a boy or a girl.""
As soon as the pregnancy was confirmed, I found myself picking out boys' names instead of girls' - Owen, Seth, Alex and Luke.
A little boy poked the ground with a stick, exclaiming that he had found a beetle.
I knew I was lucky to be having a healthy child, so why was I feeling this way?
It was so simple: I absolutely did not want her to be a boy because, if she were, she wouldn't be her.","wondering, boy, unable, daughter, weeks, boys, child, knew, girls, unique, girl, children, little",Pest and disease outbreaks
168,05/2017,What does a certain community in 1960s post,InstaScram: The #modvespa scene is truly squad goals,https://www.straitstimes.com/lifestyle/instascram-the-modvespa-scene-is-truly-squad-goals,"The ladies take their inspiration from the style icons of the Swinging Sixties for the definitive 'Mod Style' look.
But the ever-passionate community of Vespa and Lambretta enthusiasts continually seek to invest time and effort to keep their vintage scooters from becoming extinct.
The Singapore Mod Squad maintains close relations to their fellow Mods in neighbouring countries, often riding their scooters to participate in their events, or hosting them when they travel here.
The walls of Kombi Rocks are lined with vintage memorabilia, from posters to musical instruments, vinyl records to various antique paraphernalia.
Before 2012, Kombi Rocks was known as Koon Kee Restaurant, which served Asian-Thai fusion cuisine, and was owned by Chef Hai's father, Chef Lim Koon Kee, since 1971.","mod, goals, truly, singapore, rocks, squad, cafe, scooters, modvespa, instascram, vehicles, scene, style, vintage, kombi",Pest and disease outbreaks
169,06/2017,"Visitors are treated to an extremely rare sight at the Chicago Botanic Garden in Chicago, Illinois, on Friday ",Corpse flowers raise a rare stink,https://www.straitstimes.com/world/united-states/corpse-flowers-raise-a-rare-stink,"Visitors are treated to an extremely rare sight at the Chicago Botanic Garden in Chicago, Illinois, on Friday - the blooming of two corpse flowers.
It is unusual enough to see one of nature's biggest, rarest, not to mention smelliest, flowers bloom, because it generally happens only fleetingly once every five to 10 years.
But it is extraordinary to see two bloom at once.
That is why the two 2.1m-tall corpse flowers have attracted thousands this week, who are willing to put up with the smell of rotting flesh that they emit to attract pollinating beetles and flies.","chicago, visitors, willing, bloom, raise, flowers, treated, rare, stink, thousands, corpse, unusual, week",Pest and disease outbreaks
170,06/2017,"The only German car he has ever owned is a 1961 Volkswagen Beetle 1200 and the only Japanese car a 2003 Nissan Sunny, which he bought brand",Do-it-yourself owner of eight motorbikes and a car has never visited a car workshop,https://www.straitstimes.com/lifestyle/motoring/mr-diy,"His eight-bike collection includes a 1958 Norton Dominator 88, a 1958 Triumph Tiger 100, a 1962 Gilera Giubileo 98 and a 1978 Suzuki GS 550.
For his Morris Mini 1000, Mr Singh has made personalised metal badges and cut, sanded and varnished a teakwood dashboard.
As a wedding gift for his son, Mr Singh restored a 1961, 200cc Triumph Tiger Cub and presented it to him.
Mr Singh has since left the cooking to his home-maker wife of 51 years.
And just as well, as it leaves him more time to tinker with his motorbikes and car.","tiger, doityourself, young, car, mini, singh, son, triumph, mr, bought, owner, hands, visited, workshop, motorbikes",Pest and disease outbreaks
171,06/2017,"Of my challenges, the biggest was…

Funding my career. During the first few years, my savings were so low I couldn't even withdraw money from an ATM. But I'm lucky to have parents who chose to quietly support me instead of questioning my life choices. Photography is tech",An eye for fashion,https://www.straitstimes.com/business/invest/an-eye-for-fashion,"During the first few years, my savings were so low I couldn't even withdraw money from an ATM.
But I'm lucky to have parents who chose to quietly support me instead of questioning my life choices.
Current base: La La LandI've been in Los Angeles for a few months.
The payoff is that so far, I've shot for Vulkan Magazine, Local Wolves and FLOOD Magazine.
I'm lucky I get to do what I love for a living, and make my ideas a reality.","far, savings, eye, love, lucky, la, save, equipment, magazine, im, especially, fashion",Pest and disease outbreaks
172,06/2017,"NEW YORK • The Oxford English Dictionary has a new last word.

Bet you cannot pronounce it.

But the word ",Oxford dictionary has a new last word - zyzzyva,https://www.straitstimes.com/lifestyle/oxford-dictionary-has-a-new-last-word-zyzzyva,"NEW YORK • The Oxford English Dictionary has a new last word.
But the word - zyzzyva - is a favourite for eighth-grader Samara St Louis, who was cramming for a spelling bee in 2012 when she stumbled upon it.
""It is the last word in the dictionary and it's fun to say and it's fun to spell,"" she said.
But the Oxford English Dictionary (OED), considered by many as the standard-bearer of dictionaries, ended with zythum, which refers to an ancient Egyptian malt beer.
The dictionary just announced several new additions to its vast pages, including zyzzyva which now has the distinction of being the OED's last word.","strange, dictionary, english, oxford, oed, weevils, small, weevil, word, think, zyzzyva",Pest and disease outbreaks
173,03/2017,"He meditates for peace but doesn't back away from a good fight.

He displays modesty, swagger and humility in equal measure.

The fourth of five children, he was born on Pulau Halang, a tiny island near northern Sumatra. His parents, originally from China's Fujian province, were illiterate.

His father, Mr Tan Chan Pok, started out as a fisherman but through street smarts and business acumen became the richest man in the city of Bagansriapiapi, where the family moved to after 1945. The empire that he built included a fleet of barges and steamers, salt and rice companies and real estate.

""He was head of the Chinese community in the town, and even had his own police force,"" says the artist, adding that his father was a pistol",It Changed My Life: What Tan Swie Hian wants - a free mind,https://www.straitstimes.com/lifestyle/arts/what-tan-swie-hian-wants-a-free-mind,"His father, Mr Tan Chan Pok, started out as a fisherman but through street smarts and business acumen became the richest man in the city of Bagansriapiapi, where the family moved to after 1945.
Inspiring respect as well as fear, the elder Mr Tan famously rallied his defence force to decimate a band of pirates from Malaysia.
But Mr Deverge would have none of it, even threatening to sever their friendship if Tan did not start painting again.
Tan says of Mr Deverge, one of his closest friends: ""He turned me into a complete person.
""Through the works, you can see or get glimpses of how my mind works,"" he says of the exhibition, which ends on April 24.","hian, life, mind, free, works, french, tan, wants, mr, artist, father, swie, changed, deverge, told, chinese",Pest and disease outbreaks
174,03/2017,"DINGO

Why is this the most interesting genome in the world?

Charles Darwin stated that the process of domestication can be divided into two steps that we now call unconscious and artificial selection.

Unconscious selection may be defined as non",Genome rivalry,https://www.straitstimes.com/singapore/genome-rivalry,"DINGOWhy is this the most interesting genome in the world?
BOMBARDIER BEETLEWhy is this the most interesting genome in the world?
The first bombardier genome will allow us to understand the genetic basis of bombardier chemical production, solving a longstanding evolutionary puzzle.
This understanding will elucidate the currently unknown genetic basis of explosive chemical defence in the animal kingdom.
However, the genetic basis enabling this lifestyle remains poorly understood.","slug, genetic, basis, pink, straits, species, genome, genomic, selection, interesting, unique, times",Pest and disease outbreaks
175,03/2017,"Lurking in the nature reserves and parks of Singapore is a peculiar snake not known to many.

The temple pitviper is sexually dimorphic (distinct) ",Scientists compete to sequence animal genomes,https://www.straitstimes.com/singapore/scientists-compete-to-sequence-animal-genomes,"The temple pitviper is sexually dimorphic (distinct) - the males are green while the much larger females sport black, white and yellow scales, although both start off as green baby snakes known as snakelets.
It is the only snake species known to produce a toxin called waglerin - a neuromuscular inhibitor which scientists believe could be developed into a muscle relaxant drug.
The winner gets to sequence the animal of its choice to map out its genetic make-up, using a technique known as single molecule, real- time (SMRT) sequencing technology.
The other teams are fighting to sequence the dingo, an explosive beetle, a pink pigeon or a solar- power slug.
Scientists began sequencing the genomes of small, simple organisms in the 1970s.","scientists, snake, sequence, compete, snakes, known, kini, nus, gene, venom, animal, sequencing, genomes",Pest and disease outbreaks
176,04/2017,PARIS (REUTERS) ,"Done the rock trick, now to hatch some eggs: artist tries bizarre new feat",https://www.straitstimes.com/world/europe/done-the-rock-trick-now-to-hatch-some-eggs-artist-tries-bizarre-new-feat,"PARIS (REUTERS) - French artist Abraham Poincheval, who famously spent two weeks inside a bear sculpture and a week inside a rock, began his latest feat on Wednesday (March 29) - hatching eggs.
The 44-year-old, who specialises in performance art, will mimic a mother hen by incubating 10 eggs with his own body heat inside a glass vivarium until they hatch.
Poincheval says he seeks to explore varying concepts of time for different species and natural objects in his performances.
In his latest experiment, Poincheval sits on a chair with the eggs in a container fixed under the seat.
Last month, he spent a week in a body-shaped slot carved out from a limestone rock in the same contemporary art museum in Paris, eating stewed fruit, soups and purees.","sculpture, poincheval, trick, french, tries, artist, hatch, inside, body, objects, feat, rock, spent, eggs, bizarre, paris, week",Pest and disease outbreaks
177,04/2017,"like Redzepi, and Alex Atala of D.O.M. in Sao Paulo, Brazil have been putting insects on their avant",Learn to cook and eat insects with new cookbook,https://www.straitstimes.com/lifestyle/food/learn-to-cook-and-eat-insects-with-new-cookbook,"in Sao Paulo, Brazil have been putting insects on their avant-garde menus, insects have yet to become a mainstream, household item with the exception of a few regions.
""The concept of eating insects has taken off in recent years in the West,"" reads the publisher's synopsis.
On Eating Insects is the first book to take a holistic look at the subject, presenting essays on the cultural, political, and ecological significance of eating insects, alongside stories from the field, tasting notes, and recipes by the Nordic Food Lab.""
New to the art of eating insects Evans offers a particularly sensory description of his experience chewing on larva.
On Eating Insects - Essays, Stories and Recipes is out May 1 and retails for US$59.95 (S$84).","eat, evans, written, food, learn, book, eating, pasta, essays, writesits, recipes, insects, cookbook, cook",Pest and disease outbreaks
178,04/2017,"Peter split his shares with me, so I had 300.

That was a lesson in itself. As I saw the price of the stocks constantly increasing, I started to become interested in what he was buying and what was in this holding company.

For Christmas, he would also give each of us US$10,000 worth of a stock he had recently bought.

Warren showed me that the stock market wasn't just investing ","Wait for share prices to be right, then buy and hold",https://www.straitstimes.com/business/invest/wait-for-share-prices-to-be-right-then-buy-and-hold,"A I reinvest my dividends, which increases the per share value of what I own over time.
Buy and hold is my basic strategy.
When you're younger, from 18 to 25, you can take a little bit more risk and maybe buy stocks that have a little more growth potential.
I like consumer goods because they are easy to understand and people are always going to buy toilet tissue, for instance.
At around 40 per cent of my portfolio, my biggest position is Berkshire Hathaway, which is growing at over 20 per cent.","share, wait, stocks, price, prices, hold, company, buy, portfolio, money, cent, investing, right, im, times",Pest and disease outbreaks
179,02/2017,"Immature animals are consumed more often than adults, he found, and many species do not recognise individuals of their own kind (especially eggs and immature stages) as anything other than food.

He noted that cannibalism was more common in females than in males, and that as alternative forms of nutrition decrease in availability, incidents of cannibalism will increase.

Lastly, in a given population, cannibalism is often directly related to the degree of overcrowding.

By the 1990s, Dr Polis' generalisations had been observed among widely divergent animal groups, not just in invertebrates. The benefits of consuming one's own kind, it seemed, can outweigh the costs.

That price, though, can be substantial. Cannibals that consume their own relatives remove those genes from the population, reducing what scientists call their inclusive fitness.

But the most significant drawback appears to be a greater chance of acquiring harmful, species",Hungry? Will humans eat other humans again?,https://www.straitstimes.com/singapore/hungry-will-humans-eat-other-humans-again,"One day after spiderlings hatch, new mothers lay a clutch of trophic eggs, which are doled out to their hungry babies.
IT ISN'T JUST FOR ANIMALSAre there instances where, as in the animal kingdom, human cannibalism makes sense?
Human cannibalism has also been an instrument of terror.
Then, there are the more familiar stories, the tales of human cannibalism springing from hunger.
Maybe it is wise to remember that human cannibalism, so unthinkable now, was not uncommon not so long ago.","eat, sand, embryos, food, humans, cannibalism, human, consuming, hungry, spiderlings, species, eggs, yolk",Pest and disease outbreaks
180,02/2017,"The opening track, Follow My Voice, exhorts all to achieve self",Follow singer Julie Byrne's journey of enlightenment in her new album,https://www.straitstimes.com/lifestyle/entertainment/journey-of-enlightenment,"The opening track, Follow My Voice, exhorts all to achieve self-sufficiency: ""I've been called heartbreaker/ For doing justice to my own.""
To let go and not hang on to things that have run their course, is her testament for living.
Echoed by her warm, intimate guitar finger-picking, it is her voice, low and buttery, which caresses and teases out the nuances and textures.
By the time one comes to the last song, I Live Now As A Singer, she has become a vessel for nature, if not one with it.
Synths ebb and flow as the singer reaches a state of inner peace: ""The nod beneath the universe you walk with me/Said I'd be ever in the air of your honesty.""","singer, julie, byrnes, worldechoed, voice, album, comes, words, follow, id, beneath, youand, things, journey, enlightenment, melting",Pest and disease outbreaks
181,02/2017,PARIS (AFP) ,French artist is entombed in rock for a week,https://www.straitstimes.com/world/europe/french-artist-is-entombed-in-rock-for-a-week,"PARIS (AFP) - A French artist was entombed on Wednesday (Feb 22) inside a 12-tonne boulder for a week, saying: ""I think I can take it.""
If he survives the ordeal, the artist will then attempt to hatch a dozen eggs by sitting on them for weeks on end.
Just before he stepped inside the rock at the Palais de Tokyo museum, Poincheval told AFP that claustrophobia was the least of his worries.
The artist has spent months mentally and physically preparing himself for the practicalities of life inside the rock, where he will sit up with his arms outstretched.
His father, Christian, sporting a bowler hat, was on hand to wish him good luck as the rock closed around him.","sit, poincheval, big, french, artist, rock, spent, eggs, entombed, inside, think, paris, week",Pest and disease outbreaks
182,02/2017,"The artist made headlines worldwide when the two halves of the rock closed around him on Wednesday at Paris' Palais de Tokyo art museum.

Poincheval, 44, had carved out a hole inside the rock in his own image, just big enough for him to sit up in, with a niche to hold supplies of water, soup and dried meat.

""People seem to be very touched. They come and talk into the crack, read poetry to me, or tell me about their nightmares or their dreams,"" he said.

""They are not so much talking to me, I think, as to the stone. I am very happy that the stone has got into their heads.""

If he survives the ordeal, the performance artist who has previously spent a fortnight sewn",'It's like tripping' says French artist entombed in rock,https://www.straitstimes.com/world/europe/its-like-tripping-says-french-artist-entombed-in-rock,"The artist made headlines worldwide when the two halves of the rock closed around him on Wednesday at Paris' Palais de Tokyo art museum.
Lack of sleep rather than claustrophobia is his biggest worry inside the darkness of the rock, he confessed.
""We are already locked into our own bodies,"" the artist told AFP minutes before climbing inside the rock to become what he called the boulder's ""beating heart"".
To keep a hold on himself, the man dubbed France's most extreme artist has been keeping a diary, which he will later publish.
The artist said his spirit of adventure comes from a child-like love of exploration.","poincheval, french, tripping, sleep, artist, stone, rock, tell, spent, entombed, water, inside, think",Pest and disease outbreaks
183,03/2017,PARIS (AFP) ,French artist rocked by his week inside boulder,https://www.straitstimes.com/world/europe/french-artist-rocked-by-his-week-inside-boulder,"PARIS (AFP) - A French artist emerged ""a little stunned"" on Wednesday (March 1) from a week entombed inside a 12-tonne rock and thanked it for having made him feel ""so welcome"".
""It is normal that I should feel a little stunned after spending a week inside a rock,"" he told reporters half an hour later.
Poincheval's extreme performance in a Paris art museum has become something of a sensation in the French capital.
Poincheval, who previously spent a fortnight sewn-up inside a stuffed bear, had earlier told AFP through a crack in the limestone boulder that his confinement had been ""like tripping"".
He has crossed the Alps in a barrel, and last year spent a week on top of a 20m pole outside a Paris train station.","boulder, french, artist, stone, rock, spent, afp, told, water, rocked, inside, paris, week",Pest and disease outbreaks
