,date,news title,content summary,sentiment score,sentiment label,compound score
453,Mar-17,Tens of thousands march for equality on International Women's Day,"New York protesters held aloft placards defending women's healthcare, immigration rights and calling for the Republican President's impeachment, a few going so far as to compare him to Nazi leaders.
A US call to strike on Women's Day, under the banner ""A Day Without Women,"" forced schools to shut in the city of Alexandria, Virginia, while others took the day off work where possible.
In Washington, several hundred demonstrated in a park outside the White House, chanting ""Donald Trump has got to go!""
In France, President Francois Hollande singled out the US administration and Russia for what he called declining women's rights.
""Threats of backtracking"" on women's rights do not come only from ""emerging nations or countries under dictatorships,"" he said.","{'neg': 0.053, 'neu': 0.927, 'pos': 0.02, 'compound': -0.461}",negative,-0.461
454,Feb-17,Swedish deputy PM Isabella Lovin mocks Donald Trump with all-female photo,"STOCKHOLM (AFP) - Sweden's deputy prime minister, Isabella Lovin, on Friday (Feb 3) published a photograph of herself signing a climate bill surrounded by her closest female colleagues, mocking a photo of US President Donald Trump.
In the photo, Lovin, who also serves as environment and development aid minister, is seated at a desk as she signs the bill under the watchful eye of seven female colleagues, including one who is visibly pregnant.
The shot parodies a photo taken of Donald Trump on Jan 23 in the White House, as he signs a decree barring US federal funding for foreign NGOs that support abortion, as his all-male colleagues look on.","{'neg': 0.025, 'neu': 0.949, 'pos': 0.025, 'compound': 0.0}",something went wrong!,0.0
455,Feb-17,Swedish minister mocks Trump with all-women photo,"STOCKHOLM • Sweden's Deputy Prime Minister, Ms Isabella Lovin, has published a photograph of herself signing a climate Bill surrounded by her closest female colleagues, mocking a photo of United States President Donald Trump.
In the photo, Ms Lovin, who also serves as Environment and Development Aid Minister, is seated at a desk as she signs the Bill under the watchful eye of seven female colleagues, including one who is visibly pregnant.
Sweden is known for its high level of women in the workplace, including in Parliament and government.
""We are a feminist government, which shows in this photo.
Ultimately, it is up to the observer to interpret the photo,"" the Swedish minister wrote in a comment to Agence France-Presse.","{'neg': 0.023, 'neu': 0.953, 'pos': 0.024, 'compound': 0.0258}",something went wrong!,0.0258
456,Feb-17,Goddaughter of Britain's Prince Charles found dead aged 45,"LONDON - The goddaughter of Britain's Prince Charles has been found dead at home at age 45.
British socialite Tara Palmer-Tomkinson was a former Sunday Times columnist and reality TV star and had received treatment in 2016 for a non-malignant brain tumour.
A woman in her 40s was found dead at the scene, London's Metropolitan Police said.
Palmer-Tomkinson rose to fame in the 1990s as a hard-partying ""it girl"", putting her names to several columns chronicling her glamorous lifestyle.
She was a close friend of Prince Charles, and attended the wedding of the Duke and Duchess of Cambridge in 2011.","{'neg': 0.08, 'neu': 0.832, 'pos': 0.088, 'compound': -0.0516}",negative,-0.0516
457,Feb-17,Asia Briefs: Anti-terror show of force in Xinjiang,"Anti-terror show of force in XinjiangBEIJING • Chinese security forces have staged another mass anti-terror rally in the restive far western region of Xinjiang, parading hundreds of armed men through the streets of the regional capital Urumqi in a show of force after an uptick in violence.
Hundreds have died in Xinjiang in the past few years, mostly in unrest between the Muslim Uighur people and the Han Chinese majority.
REUTERSIndonesia to tackle marine plastic wasteJAKARTA • Indonesia will declare its commitment to combat marine plastic debris on Thursday when it hosts the fourth World Ocean Summit in Bali, Environment and Forestry Minister Siti Nurbaya Bakar said.
Studies indicate that the country may be the second biggest contributor to marine plastic debris worldwide, with an estimated 1.3 million tonnes originating from the archipelago annually.
The accident, which also injured seven, took place near the Lowari Tunnel in Khyber Pakhtunkhwa province, said a senior local administration official.","{'neg': 0.096, 'neu': 0.874, 'pos': 0.03, 'compound': -0.8979}",negative,-0.8979
458,Jan-17,World Briefs: Gambian president to step down,"Gambian president to step downBANJUL (Gambia)• Gambian leader Yahya Jammeh said yesterday that he would step down to keep peace in his country after 22 years in power, following last-chance talks with West African leaders before a military intervention.
Mr Jammeh said his decision to leave office - after weeks of stalling through threats and legal action - was his alone, despite immense pressure from the international community.
The bomb detonated in a crowded vegetable market in Parachinar city, the capital of the Kurram tribal district near the Afghan border.
Kurram is one of Pakistan's seven semi-autonomous tribal districts which are governed according to local laws and customs.
Two women and two men were pulled out from the rubble of Hotel Rigopiano in the mountains of central Italy.","{'neg': 0.082, 'neu': 0.866, 'pos': 0.051, 'compound': -0.4788}",negative,-0.4788
459,Jan-17,"While You Were Sleeping: 5 stories you might have missed, Jan 24 edition","President Donald Trump moved Monday to pull the United States out of the Trans-Pacific Partnership, making good on a pledge to scrap a deal he denounced as a ""job killer"" and a ""rape"" of US interests.
The move drew an immediate rebuke from fellow Republican, Arizona Senator John McCain, according to MSNBC cable news in the US.
Embarking on his first full week in office, the 45th US president began rolling out his policy agenda after a tumultuous first weekend for his administration by signing a series of executive orders.
READ MORE HEREUnited States says it will prevent China taking over territory in international waters","{'neg': 0.04, 'neu': 0.878, 'pos': 0.082, 'compound': 0.3612}",positive,0.3612
460,Jan-17,Asia Briefs: Tiger kills man in China wildlife park,"Tiger kills man in China wildlife parkSHANGHAI • A tiger killed a visitor to a wildlife park in eastern China yesterday after the man apparently entered its enclosure, the second such attack in six months, said media reports.
The incident occurred at the Youngor Wildlife Park in Ningbo, about 200km south of Shanghai, according to media reports, which added that one tiger was shot dead as a result.
Video emerged online showing a tiger mauling a man as visitors screamed and two other tigers stood close by.
The tigers were later driven away by park staff using firecrackers and a water cannon.
An army officer said they were in critical condition, and hostile weather had prevented them from being flown to a base hospital.","{'neg': 0.173, 'neu': 0.819, 'pos': 0.008, 'compound': -0.9702}",negative,-0.9702
461,Jan-17,Enrolling in the School of Life,"The homeschooling years with Big Daughter were not without struggle, but we managed somehow to infuse learning with life and put life back into learning.
Rather, the big exam was life itself - and we learnt to move in synergy with it.
As I write this, Big D has just spent three weeks enjoying secondary school life - much happier and excited than she was before.
It is these qualities that will help our children walk through the mountains and valleys in the school of life.
And so, the big exam called ""life"" continues.","{'neg': 0.013, 'neu': 0.832, 'pos': 0.155, 'compound': 0.9476}",positive,0.9476
462,Jan-17,Journeys of Hope,"A United Nations scheme to resettle 160,000 refugees from Greece and Italy to other European states has come under fire for taking too long.
Mr Passarlay himself spent a month in Calais, the notorious ""Jungle"" camp that was recently demolished by the French authorities.
He got lucky with one carrying bananas, and only because the refrigerator in the vehicle was not turned on.
Mr Passarlay's story of a child refugee travelling alone, surviving hell and high water, is familiar.
In 2015, he also published his memoir, The Lightless Sky: My Journey To Safety As A Child Refugee, which has since been translated into at least six languages.","{'neg': 0.101, 'neu': 0.809, 'pos': 0.09, 'compound': -0.3182}",negative,-0.3182
463,Jan-17,Obama moves to stop Trump gutting signature healthcare law,"Some Republicans have suggested repealing Obamacare now and replacing it at later, perhaps after the next election.
But the White House is betting that Americans voters will react with fury if Mr Trump moves to strip millions of coverage with no viable alternative.
They are hoping that public outcry could force Mr Trump to confront some of the more ideologically driven reforms proposed by his own party.
Mr Trump comes to office with 48 per cent of Americans polled by Gallup believing he is handling the transition effectively.
Mr Obama is believed to have put this point directly to Mr Trump when they talked soon after the election.","{'neg': 0.113, 'neu': 0.799, 'pos': 0.088, 'compound': -0.5023}",negative,-0.5023
464,Jan-17,"Beyonce, Radiohead and Kendrick Lamar to headline Coachella","NEW YORK • Pop superstar Beyonce, British rock group Radiohead and rapper Kendrick Lamar will headline Coachella this year.
The annual festival in the California desert will be held on April 14 to 16 and repeated the following weekend, April 21 to 23.
The top names had been correctly guessed - or leaked - weeks ago: Radiohead the first night, followed by Beyonce on the second and then Lamar on the third.
She will become the festival's second solo female headliner, after Bjork in 2007.
In 2015, the Coachella festival sold US$84 million in tickets, making it the world's highest-grossing annual festival.","{'neg': 0.021, 'neu': 0.873, 'pos': 0.106, 'compound': 0.8442}",positive,0.8442
465,Jan-17,Snowstorm warning in Hokkaido till Jan 13,"Another snowstorm warning has been issued in Hokkaido due to a ""strong winter pressure system"".
There are advisories for gale and snow, heavy snow and avalanches for Sapporo, the capital of Hokkaido.
There are no reports of major flight delays so far, but NHK said that transport networks may be affected.
Flight cancellations have stranded tourists, including Singaporeans, in Hokkaido's New Chitose Airport twice this winter season.
Heavy snow caused hundreds of flight delays and cancellations from Dec 10 and Dec 22.","{'neg': 0.08, 'neu': 0.895, 'pos': 0.025, 'compound': -0.3919}",negative,-0.3919
466,Jan-17,Blizzard and flood warnings issued in California and Nevada,"The National Weather Service on Tuesday issued a blizzard warning for ski resort communities in the greater Lake Tahoe area, including the towns of Truckee and South Lake Tahoe, California, and neighbouring Nevada enclaves of Stateline and Incline Village.
""This is a life-threatening situation,"" the weather agency said in a bulletin issued from its office in Reno, Nevada, urging all would-be travellers to stay indoors.
An avalanche warning was issued for much of the same mountain regions.
Flood warnings were posted at lower elevations for 21 counties in northern and central California and a half-dozen counties in western Nevada, where creeks and rivers were expected to overrun their banks for a second straight day.
Heavy downpours on Sunday night and early Monday forced some 3,000 people to flee to higher ground in California's Russian River valley, while about 400 homes were evacuated in Reno as the Truckee River topped its banks.","{'neg': 0.078, 'neu': 0.893, 'pos': 0.028, 'compound': -0.7783}",negative,-0.7783
467,Jan-17,"Companies, auditors face higher reporting standards","Listed companies that have committed serious reporting breaches may have to restate their financial statements under new rules that may lead to warnings, fines or even criminal charges being laid against errant directors.
The new enforcement approach announced yesterday by the Accounting and Corporate Regulatory Authority (Acra) aims to raise reporting standards and better protect investors.
Firms that have committed lesser breaches will be asked to restate some comparative figures in the following year's financial statement.
But those with serious breaches will be required to not only restate, but also re-audit and refile the past financial statements.
Acra has previously ordered company directors to issue restatements but the new approach will shift this first-level accountability to companies.","{'neg': 0.065, 'neu': 0.87, 'pos': 0.065, 'compound': 0.0129}",something went wrong!,0.0129
468,Dec-16,Jumpy Russia braces itself for cyber revenge,"Russia, demonised as the biggest cyber villain in the world in the wake of the US election campaign, must now take special care of its own information security.
After it was accused of trying to influence the US presidential race, Russia faces the same charges in Germany.
In a recent interview with the daily Sueddeutsche Zeitung, BND head Bruno Kahl said he had evidence Russia was undertaking cyber attacks ""which have no other purpose but to cause political uncertainty"".
Add the powerful, well-funded BND to the US intelligence services plotting to prevent Russian attacks, and the Kremlin has a serious problem.
But it is more likely an attempt to justify cyber attacks and the spreading of propaganda in the Kremlin's favourite way - by saying everybody else does it too.","{'neg': 0.161, 'neu': 0.741, 'pos': 0.098, 'compound': -0.8201}",negative,-0.8201
469,Dec-16,"ANA, Japan Airlines cancel 185 domestic flights due to snow","TOKYO (Bloomberg) - ANA Holdings Inc. and Japan Airlines Co., the nation's largest carriers, cancelled 185 domestic flights as the weather agency issued on Saturday (Dec 10) heavy snow warnings for parts of Japan's northern island of Hokkaido.
ANA canceled 83 flights affecting about 10,000 passengers, it said in a faxed statement.
Japan Airlines cut 102 flights affecting about 10,490 passengers, the Tokyo-based company said in a separate faxed statement.
Japan issued heavy snow warnings on Saturday for areas of Hokkaido, including Sapporo city, in addition to avalanche advisories for some regions.
Areas along the Sea of Japan coast also had heavy snow and thunderstorm advisories, the Japan Meteorological Agency said on its website.","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.7579}",negative,-0.7579
470,Dec-16,SIA passengers stuck in Sapporo over the weekend due to snow now back in Singapore,"SINGAPORE - Nearly 200 Singapore Airlines (SIA) passengers who were stuck in northern Japan over the weekend due to heavy snow finally returned to Singapore early Monday morning (Dec 12).
Heavy snow in Hokkaido closed airport runways over the weekend and forced hundreds of flights to be cancelled, affecting 192 SIA passengers.
The passengers finally left Sapporo on SQ9661 at 4.53pm on Dec 11 and arrived in Singapore at 1.02am on Monday.
ANA cancelled 83 flights affecting about 10,000 passengers, while Japan Airlines cut 102 flights affecting about 10,490 passengers.
Japan issued heavy snow warnings on Saturday for areas of Hokkaido, including Sapporo city, in addition to avalanche advisories for some regions.","{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.8834}",negative,-0.8834
471,Dec-16,"Flights, train services resume in Japan's snow-hit Sapporo","TOKYO - Domestic and international flights out of Sapporo's New Chitose Airport, as well as local train and tram services, have resumed as of Monday (Dec 12).
This comes as the worst of the bad weather that grounded hundreds of flights and train services in Hokkaido over the weekend has passed, according to the Japan Meteorological Agency.
The city was blanketed in 65cm of snow by 3pm last Saturday, which was the heaviest snowfall recorded in early December in almost 30 years.
The last time such heavy snowfall occurred in this period was in 1987, when snow accumulation reached 68cm.
The snowy city of Sapporo is a popular tourist destination for Singaporeans, and almost 200 Singapore Airlines (SIA) passengers were left stranded at the airport over the weekend as heavy snow closed runways and cancelled flights.","{'neg': 0.067, 'neu': 0.89, 'pos': 0.044, 'compound': -0.6486}",negative,-0.6486
472,Dec-16,The 'one China' policy explained,"The policy - the idea that China and Taiwan are part of the same country - has guided US behaviour for decades.
What is the ""one China"" policy?
Through its one-China policy and follow-up pacts, the US acknowledges Taiwan and China are part of the same China, and Beijing is the seat of government.
Under a Trump administration, the world may see just how much Beijing's leaders value the one-China policy over those commercial ties.
Foreign Ministry spokesman Geng Shuang told reporters in Beijing on Monday that adherence to the One-China policy was the ""political bedrock"" for ties.","{'neg': 0.0, 'neu': 0.975, 'pos': 0.025, 'compound': 0.34}",positive,0.34
473,Dec-16,Five myths about US-China relations,"The call raised fears that Mr Trump would take a hard line on China.
Mr Branstad reportedly has a close personal relationship with Chinese President Xi Jinping.
2TRUMP'S TAIWAN PHONE CALL THREATENED THE STATUS QUOWhen Mr Trump took Taiwan's call, the US foreign policy establishment had a minor nervous breakdown.
In that sense, Mr Trump's call was a logical continuation of a slowly evolving process of improved relations.
One recent headline on the Chinese government's news website read, ""Containing China: America Has 5 Trump Cards"".","{'neg': 0.115, 'neu': 0.849, 'pos': 0.036, 'compound': -0.7125}",negative,-0.7125
474,Nov-16,Surprise and euphoria at Trump headquarters in New York,"NEW YORK (AFP) - Euphoric Donald Trump supporters transformed into a sea of ""Make America Great Again"" hats, shouting ""USA"" and partying late into the night as the billionaire appeared within reach of victory in the presidential race on Wednesday.
""We are so excited,"" said Ms Aliza Romanoff, a well-dressed, articulate and educated mother of two from Long Island whose family has known Mr Trump for years.
The Republican nominee's official ""victory party"" in a Manhattan hotel ballroom started slowly - initially quietly optimistic - but as Mr Trump won state after state, became increasingly pumped up and raucous.
Accusations that Mr Trump is racist were lies manufactured by Democrats, supporters said.
There were longtime friends and associates, and a noticeable contingent from the Trump Organization or people working in Trump Tower.","{'neg': 0.081, 'neu': 0.743, 'pos': 0.176, 'compound': 0.8847}",positive,0.8847
475,Nov-16,"Parliament: Presidency changes continue policies to build inclusive society, says Masagos","In today's Singapore, the richness of diversity is something valued, respected and celebrated, he Mr Masagos.
Turning to the changes to the elected presidency, Mr Masagos said it was another move in the same vein to build an inclusive, multiracial society.
""Seemingly small things can and do snow ball too, especially when they cut into primordial instincts about race and religion over time,"" said Mr Masagos.
He said minority communities had built up common spaces even as they sought to preserve their identity and culture.
Quoting a US official, Mr Masagos said: ""They came from everywhere because they belonged to nowhere.""","{'neg': 0.021, 'neu': 0.862, 'pos': 0.117, 'compound': 0.8894}",positive,0.8894
476,Nov-16,Storm of factors sank Hillary Clinton's prospects,"There was also a perception that Mrs Clinton would not likely do worse than Mr Obama did among white voters, but this too proved incorrect.
Though Mr Obama lost white voters by huge margins in the south, he actually won many in the north of the country.
It was those northerners that ended up deserting Mrs Clinton in a big way.
Exit polls show that while Mr Trump outperformed 2012 Republican nominee Mitt Romney by significant margins among blue-collar white workers, Mrs Clinton never reached the same level of support Mr Obama had among minorities.
A failure of polling agencies to accurately capture the mood, especially in the Midwest, similarly led campaigns to miss warning signs.","{'neg': 0.105, 'neu': 0.778, 'pos': 0.117, 'compound': 0.3985}",positive,0.3985
477,Nov-16,"Changes to elected presidency: Changes help build inclusive society, says Masagos","•The Presidential Council for Minority Rights to examine all legislation and ensure minorities are not disadvantaged.
The changes to the elected presidency, Mr Masagos said, are another move in the same vein to build an inclusive, multiracial society.
He noted that ideally, since the elected presidency was enacted, each ethnic group should have been represented and elected.
If no adjustments are made, the elected president is likely to come from the majority race for a long time.
Both minority and majority communities have crucial roles to play to forge trust too, he added.","{'neg': 0.022, 'neu': 0.847, 'pos': 0.132, 'compound': 0.8795}",positive,0.8795
478,Nov-16,Why Malaysia's opposition will take to the streets again,"This is definitely so in the case of Malaysia's Bersih 5 rally planned for Nov 19.
Not only did Mr Najib fail to live up to this promise, his time in power has seen a worrying approval - and instigation - of dangerous expressions of racism and religious extremism.
ST FILE PHOTOIn the general election of May 2013, Mr Najib had - albeit half- heartedly - focused his attention on winning back the Chinese electorate.
Former prime minister Mahathir Mohamad turning up in support of that Bersih rally did nothing to weaken that allegation.
The deeper dynamic in Malaysian society today is socio- economic and ethical in nature, and expresses itself in social media squabbles, in increased emigration, and in angrier civil societal activism.","{'neg': 0.112, 'neu': 0.701, 'pos': 0.187, 'compound': 0.8425}",positive,0.8425
479,Oct-16,Furore over Jamie Oliver's paella with chorizo,"LONDON • British celebrity chef Jamie Oliver is facing a fierce backlash after his chorizo-filled paella triggered outrage in the home of the traditional Spanish dish.
He faced an immediate avalanche of hostility, with traditionalists insisting that putting chorizo in a paella was utterly unacceptable.
Omar Allibhoy told the London Evening Standard newspaper: ""I'm a Spanish chef, I know how it's cooked.
Somebody like Jamie, that's not what he does, he puts twists on things and he's being criticised because he called it paella instead of 'Spanish rice'.""
Jose Andres, a famous Spanish chef in the United States, said: ""People of Spain!","{'neg': 0.122, 'neu': 0.83, 'pos': 0.049, 'compound': -0.8353}",negative,-0.8353
480,Oct-16,"Flat first before a child, say nearly 93% of Singaporeans in Straits Times online poll","One user suggested that Mrs Teo had missed the point of couples preferring to secure a flat first.
Is she encouraging young couples to have young babies and continue to depend on their parents?""
Some, however, agreed with Mrs Teo that couples could still have a baby first and shared their personal experiences.
Since its launch in 2013, nearly 230 babies have been born to couples who benefited from the scheme, Mrs Teo said in an update in January this year.
There will also be more support networks to help young parents.","{'neg': 0.022, 'neu': 0.82, 'pos': 0.158, 'compound': 0.9152}",positive,0.9152
481,Oct-16,Avert rise of 'no-baby' boomers,"At one time, the young would just shrug politely when elders ask when they plan to have kids.
Tiny Singapore dispenses with coyness as fertility rates are below 1.4 - so far from the replacement rate of 2.1 that it raises profound existential fears.
Space in the Singapore context commonly refers to an HDB flat to call one's own.
But the heart of the matter is that the choice is a matter of the heart.
Socialising the parenthood instinct is a broad effort that also hinges on how the young are raised at home and how family friendly the environment is outside.","{'neg': 0.018, 'neu': 0.918, 'pos': 0.064, 'compound': 0.5719}",positive,0.5719
482,Oct-16,Mudslide kills at least seven on Colombian highway,"BOGOTA (REUTERS) - A mudslide killed at least seven people and buried more than 10 others along a mountainous stretch of Colombia's main highway between Bogota and Medellin, authorities said on Wednesday (Oct 26).
The avalanche of mud and rocks, triggered by recent heavy rains, spilled across four lanes of the highway and knocked out power lines, according to a statement from the government of Antioquia province.
Rescue workers were still searching for possible survivors among the people unaccounted, the statement added.
The road, in Copacabana municipality near the western city of Medellin, is likely to be closed for several days, officials said.
Many parts of Colombia have entered the rainy season, a time of year when swollen rivers often break their banks in the Andean nation and mudslides destroy homes or block mountain roads.","{'neg': 0.087, 'neu': 0.89, 'pos': 0.023, 'compound': -0.836}",negative,-0.836
483,Sep-16,"Death toll from Indonesia floods, landslides, rises to 19","JAKARTA (AFP) - The death toll from a series of landslides and flash floods in Indonesia climbed to 19 on Wednesday (Sep 21), an official said, including several children found by rescuers scouring for survivors.
""The official report (from Garut)... is that 16 people were killed and eight others are still missing,"" he said.
Elsewhere in West Java, the death toll from a landslide in Sumedang regency rose to three, with one other person still believed missing beneath an avalanche of mud and rock.
Landslides and flooding are common in Indonesia, a vast tropical archipelago prone to natural disasters and torrential downpours.
The country's disaster agency has warned people to be alert for disasters this wet season as a La Nina weather phenomenon threatens unseasonably heavy rain.","{'neg': 0.209, 'neu': 0.759, 'pos': 0.032, 'compound': -0.9794}",negative,-0.9794
484,Sep-16,Foundation vital to clean sweep by ACS(I),"Apart from following the game plan, rugby coach Adrian Chong believes his team's success is due to good discipline and the support of parents and alumni who returned as volunteer coaches.
Emphasising the importance of discipline, Chong said: ""Without it, we could not have gone far.
This discipline extends well beyond the confines of the rugby pitch, and into the classroom, added the 49-year-old.
Swim captain Kevin Ong admitted he had been worried his team-mates would ""take it for granted that (they) would win"".
But what really brings us together is the fact that we're all competing for ACS(I).""","{'neg': 0.015, 'neu': 0.857, 'pos': 0.128, 'compound': 0.7783}",positive,0.7783
485,Oct-16,Foetus in womb narrates Hamlet,"Where the first award-winning volume recounts Sattouf's time as a four-year-old living in France then Libya, he is now six and enrolled in a Syrian school.
It was a divided nation with simmering tensions between rich and poor, male and female, the religious and agnostic.
A blond child in a sea of black heads, he receives anti-Semitic threats even though he is not Jewish.
The simple but powerful visual storytelling reflects the experiences of many Syrians who have left behind the lives they knew.
In the context of the ongoing refugee crisis, this dark but poignant memoir is a must-read.","{'neg': 0.109, 'neu': 0.835, 'pos': 0.057, 'compound': -0.6652}",negative,-0.6652
486,Oct-16,"A life saved, a favour returned","""Our three Nepal mountain guides dug out a helicopter landing pad by clearing the rocks and evening out the snow,"" said Mr Kow.
Mr Kow raised $8,000 for tarpaulin, rice and food items and 1km of water piping and flew to Gorka about two weeks after the quake.
He did so with two mountain guides - Mr Tul Singh Gurung, 33, the foundation's president, and his cousin, Mr Pur Bahadur Gurung, 28, the project manager.
SRC secretary-general Benjamin William said Mr Kow had an intimate knowledge of the local community and understood its needs.
The buildings are earthquake-proof and can sustain up to 8.5-magnitude (quakes),"" Mr Kow said.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",something went wrong!,0.0
487,Oct-16,Russia sends missile system to Syrian port,"ALEPPO (Syria) • Russia said it has sent an advanced missile system to the Syrian port of Tartus, as tensions escalate between Moscow and Washington over the five-year conflict.
Russia, which has denied its strikes have hit hospitals, said it was deploying the advanced S-300 anti-aircraft missile system to Syria to protect its base at Tartous, Russia's only sea base on the Mediterranean.
""The S-300 is a purely defensive system and poses no threat to anyone,"" Defence Ministry spokesman Igor Konashenkov said in a statement.
Pentagon spokesman Peter Cook said the Russian missile system would not affect operations in the US-led air campaign against the Islamic State in Iraq and Syria (ISIS) group in northern Syria, and questioned why Moscow was making the move.
In August, a Russian official said Moscow was planning to expand into a permanent military facility its Hmeimim air base, which already has an S-400 air defence system, its most modern equipment.","{'neg': 0.104, 'neu': 0.818, 'pos': 0.078, 'compound': -0.7436}",negative,-0.7436
488,Sep-16,Film Picks: 24th Israel Film Festival and more,"24TH ISRAEL FILM FESTIVALThe Farewell Party (M18, 95 minutes) is that rare thing: a comedy about death - and an uplifting one at that.
Pina (photo, PG13, 103 minutes) celebrates the work of the late German choreographer Pina Bausch.
In that north Indian mountain range, the children face altitude sickness, cold and avalanches in their quest for an education.
There will also be three documentaries presented on the history of film in South Korea, Thailand and Kazakhstan.
WHERE: Objectifs, 155 Middle Road MRT: Bras Basah/Bugis WHEN: Wed to Sept 10, various times ADMISSION: $5 each screening from aff2016.","{'neg': 0.037, 'neu': 0.878, 'pos': 0.085, 'compound': 0.6124}",positive,0.6124
489,Sep-16,Disgraced Bill Cosby faces June 5 sex assault trial,"Cosby allegedly plied Andrea Constand with pills and wine, then sat her down on a couch, where the actor allegedly assaulted her in 2004.
The vast majority of the alleged abuses happened too long ago to prosecute, making the Constand case the only criminal charge brought against Cosby.
Cosby has become a pariah since an avalanche of women accused him of feeding them pills and having sex with them.
In the Constand case, Cosby has admitted giving her a pill but accuses her of lying about the assault.
Cosby served in the Navy himself and won an athletic scholarship to Temple, before moving into standup comedy.","{'neg': 0.184, 'neu': 0.727, 'pos': 0.089, 'compound': -0.8968}",negative,-0.8968
490,Sep-16,"Wipe out scourge of unsolicited calls, texts","My friends and I have registered our mobile phone numbers in the database under the Personal Data Protection Act (PDPA), which makes it an offence for firms and individuals to make unsolicited telephone calls and send text messages to us.
Over the years, we get the odd text message from people offering to lend us money.
But over the past week, there has been an avalanche of these messages.
Since the culprits have provided their telephone numbers, why can they not be charged in court?
The Personal Data Protection Commission, police and government bodies must step up to wipe out this social nuisance.","{'neg': 0.031, 'neu': 0.932, 'pos': 0.037, 'compound': 0.1749}",positive,0.1749
491,Aug-16,A thrilling listen of high and low,"If so, it is as much a testament of one's faith as is a reiteration of an aesthetic credo exemplified in his classic debut with Endtroducing… exactly two decades ago.
In fact, the new title comes from a tweet Shadow, also known as Josh Davis, sent on the day he was starting to work on the album, to signal that he will conquer the unconquerable peak despite possible missteps.
It is this mix of B-boy chutzpah and wide-eyed tribute that underscores his finest work.
The listener experiences a vertiginous thrill, feeling every high and low, like a movie unfurling before his very eyes.
Admittedly, The Mountain Will Fall does not have the overarching narrative nor reach the magnificent stratosphere of Endtroducing…, but there is evidence to prove that Davis remains relevant.","{'neg': 0.036, 'neu': 0.913, 'pos': 0.051, 'compound': 0.2477}",positive,0.2477
492,Aug-16,Hot Tracks,"Cuba-born, New York-based singer-percussionist Pedrito Martinez returns to his homeland to record some of the tracks on this new recording, a follow-up to his 2015 Grammy-nominated self-titled debut album.
Built on the foundations of Afro-Cuban folk music and the more contemporary dance music genre of timba, Martinez's brand of music is a melting pot that incorporates jazz and pop.
Opening with the classic samba beats on conga drums and percussive piano, accompanied by the distinctive declamatory singing style, the energy is immediately infectious.
But the entry of English pop lyrics - ""I just wanna tell you that I love you"" - in crooning ballad fashion rather drains the momentum.
Cheesy moments aside, the inherent power of batucada percussion and Martinez's passionate holler drive this album forward with compelling energy.","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.9513}",positive,0.9513
493,Aug-16,Keep calm and carry on commenting responsibly,"So this law should not dampen legitimate debate and responsible discussion of the law, court judgments or public interest issues.
SUB JUDICEThe fourth category of contempt law is called sub judice (Latin for ""under judicial consideration"").
The classic scenario of sub judice contempt is the publication of an accused person's past convictions while he is on trial.
If larger social issues surface in an ongoing court case, people do not have to curb discussions of any government policy.
As for public discussion - to paraphrase a popular meme, keep calm and carry on commenting responsibly.","{'neg': 0.092, 'neu': 0.81, 'pos': 0.098, 'compound': -0.1027}",negative,-0.1027
494,Aug-16,Joseph Schooling: Entering a brave new world with new found fame,"Everything changes for the celebrated athlete with an Olympic gold medal.
""You can't prepare for the fame,"" said le Clos, who has one Olympic gold and three silvers.
(My advice is) just be yourself and don't let people change you.
Don't let the money or the success, or the girls... don't let that change you.
I'm sure he (Joseph) will feel that.""","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.9153}",positive,0.9153
495,Aug-16,Ethiopia's silver medallist expects to be killed,"NAIROBI • One day after winning silver in the Olympic marathon, Feyisa Lilesa faced a much different decision than other medallists: Would it be safe for him to return home to Ethiopia?
The 26-year-old took a brave stand, and at a news conference, it was clear he knew the price he might have to pay.
On Monday, faced with an avalanche of international attention, the Ethiopian government said it would not punish Lilesa upon his return.
""Feyisa Lilesa faces persecution if he goes back to Ethiopia and he has decided to seek asylum,"" wrote the fundraisers.
""I'd rather commit suicide in America than return to Ethiopia,"" one runner said last year.","{'neg': 0.048, 'neu': 0.81, 'pos': 0.141, 'compound': 0.8854}",positive,0.8854
496,Jul-16,A new kind of nationalism is stalking Europe,"Nationalism is one of modern Europe's strongest traditions, but it fell into disrepute after World War II.
It takes a different form from the nationalism born in the 1789 French Revolution and buried in 1945.
Today's political and economic conditions are a world apart from those of 19th-century Europe, when many peoples rising to national consciousness had no state of their own.
It entrusts considerable power to supranational institutions such as the European Commission, the European Parliament and the European Court of Justice.
The second form of nationalism in today's Europe is radical right-wing populism.","{'neg': 0.079, 'neu': 0.858, 'pos': 0.063, 'compound': -0.3818}",negative,-0.3818
